Symbol,Reserved1,PrimaryListingMarketParticipantID,PrimaryListingMarketPreviousClosingPrice,ConsolidatedClosingPrice,RoundLotSize,Reserved2,LULDTier,LULDLeverageRatio,Test,IPO,FinancialStatusIndicator,ShortSaleRestrictionIndicator,HaltReason,InstrumentType,Reserved3,Reserved4,Reserved5
SPVM,,P,64.5522,64.5522,100,,2,1,0,0,0, , ,0,,,
SPVU,,P,54.4391,54.4391,100,,2,1,0,0,0, , ,0,,,
SPWO,,P,24.75,24.75,100,,2,1,0,0,0, , ,0,,,
SPXC,,N,192.47,192.47,100,,2,1,0,0,0, , ,0,,,
SPXE,,P,69.9952,69.9952,100,,2,1,0,0,0, , ,0,,,
SPXL,,P,194.66,194.66,100,,2,3,0,0,0, , ,0,,,
SPXM,,Z,20.75298,20.75298,100,,2,1,0,0,0, , ,0,,,
SPXN,,P,69.5759,69.5759,100,,2,1,0,0,0, , ,0,,,
SPXS,,P,4.17,4.17,100,,2,3,0,0,0, , ,0,,,
SPXT,,P,99.3556,99.3556,100,,2,1,0,0,0, , ,0,,,
SPXU,,P,14.92,14.92,100,,2,3,0,0,0, , ,0,,,
SPXV,,P,71.1462,71.1462,100,,2,1,0,0,0, , ,0,,,
SPXX,,N,18.1,18.1,100,,2,1,0,0,0, , ,0,,,
SPYA,,Z,26.801,26.801,100,,2,1,0,0,0, , ,0,,,
SPYC,,P,41.63,41.63,100,,2,1,0,0,0, , ,0,,,
SPYD,,P,44.91,44.91,100,,1,1,0,0,0, , ,0,,,
SPYG,,P,100.09,100.09,100,,1,1,0,0,0, , ,0,,,
SPYH,,Z,53.7835,53.7835,100,,2,1,0,0,0, , ,0,,,
SPYI,,Z,51.5,51.5,100,,1,1,0,0,0, , ,0,,,
SPY,,P,646.63,646.63,100,,1,1,0,0,0, , ,0,,,
SPYT,,P,18.37,18.37,100,,1,1,0,0,0, , ,0,,,
SPYU,,P,49.07,49.07,100,,2,4,0,0,0, , ,0,,,
SPYV,,P,54.58,54.58,100,,1,1,0,0,0, , ,0,,,
SPYX,,P,53.215,53.215,100,,1,1,0,0,0, , ,0,,,
SQEW,,P,35.01,35.01,100,,2,1,0,0,0, , ,0,,,
SQM,,N,46.94,46.94,100,,2,1,0,0,0, , ,0,,,
SQMX,,Z,32.335,32.335,100,,2,1,0,0,0, , ,0,,,
SQNS,,N,0.9399,0.9399,100,,2,1,0,0,2, , ,0,,,
SREA,,N,23.15,23.15,100,,2,1,0,0,0, , ,0,,,
SRE,,N,82.26,82.26,100,,1,1,0,0,0, , ,0,,,
SRFM,,N,4.5,4.5,100,,2,1,0,0,0, , ,0,,,
SRG,,N,3.64,3.64,100,,2,1,0,0,0, , ,0,,,
SRGpA,,N,22.88,22.88,100,,2,1,0,0,0, , ,0,,,
SRHQ,,P,38.5417,38.5417,100,,2,1,0,0,0, , ,0,,,
SRHR,,P,55.6708,55.6708,100,,2,1,0,0,0, , ,0,,,
SRI,,N,8.6,8.6,100,,2,1,0,0,0, , ,0,,,
SRL,,N,5.3,5.3,100,,2,1,0,0,0, , ,0,,,
SRLN,,P,41.58,41.58,100,,1,1,0,0,0, , ,0,,,
SR,,N,76.95,76.95,100,,2,1,0,0,0, , ,0,,,
SROI,,P,32.3216,32.3216,100,,2,1,0,0,0, , ,0,,,
SRpA,,N,24.6,24.6,100,,2,1,0,0,0, , ,0,,,
SRS,,P,46.526,46.526,100,,2,2,0,0,0, , ,0,,,
SRTY,,P,12.9,12.9,100,,2,3,0,0,0, , ,0,,,
SRV,,N,43.3,43.3,100,,2,1,0,0,0, , ,0,,,
SRVR,,P,31.39,31.39,100,,2,1,0,0,0, , ,0,,,
SRXH,,A,0.37,0.37,100,,2,1,0,0,4, , ,0,,,
SSB,,N,101.76,101.76,100,,1,1,0,0,0, , ,0,,,
SSD,,N,194.07,194.07,100,,1,1,0,0,0, , ,0,,,
SSFI,,P,21.515,21.515,100,,2,1,0,0,0, , ,0,,,
SSG,,P,10.52,10.52,100,,2,2,0,0,0, , ,0,,,
SSK,,Z,31.812,31.812,100,,2,1,0,0,0, , ,0,,,
SSL,,N,6.57,6.57,100,,2,1,0,0,0, , ,0,,,
SSO,,P,105.87,105.87,100,,2,2,0,0,0, , ,0,,,
SSPX,,P,30.7144,30.7144,100,,2,1,0,0,0, , ,0,,,
SSPY,,P,85.6729,85.6729,100,,2,1,0,0,0, , ,0,,,
SSTK,,N,20.57,20.57,100,,2,1,0,0,0, , ,0,,,
SST,,N,7.59,7.59,100,,2,1,0,0,0, , ,0,,,
SSUS,,P,46.7294,46.7294,100,,1,1,0,0,0, , ,0,,,
SSXU,,P,32.9547,32.9547,100,,2,1,0,0,0, , ,0,,,
STAG,,N,36.97,36.97,100,,1,1,0,0,0, , ,0,,,
STAX,,P,25.5873,25.5873,100,,2,1,0,0,2, , ,0,,,
STBF,,Z,25.34,25.34,100,,2,1,0,0,0, , ,0,,,
STCE,,P,58.1,58.1,100,,1,1,0,0,0, , ,0,,,
STC,,N,73.17,73.17,100,,2,1,0,0,0, , ,0,,,
STEL,,N,31.27,31.27,100,,2,1,0,0,0, , ,0,,,
STEM,,N,16.25,16.25,100,,2,1,0,0,0, , ,0,,,
STE,,N,248.98,248.98,100,,1,1,0,0,0, , ,0,,,
STEW,,N,18.42,18.42,100,,2,1,0,0,0, , ,0,,,
STG,,N,9.24,9.24,100,,2,1,0,0,0, , ,0,,,
STHH,,P,54.0646,54.0646,100,,2,1,0,0,0, , ,0,,,
STIP,,P,103.84,103.84,100,,1,1,0,0,0, , ,0,,,
STK,,N,31.77,31.77,100,,2,1,0,0,0, , ,0,,,
STLA,,N,9.52,9.52,100,,2,1,0,0,0, , ,0,,,
STM,,N,27.16,27.16,100,,2,1,0,0,0, , ,0,,,
ST,,N,33.52,33.52,100,,1,1,0,0,0, , ,0,,,
STNG,,N,49.77,49.77,100,,2,1,0,0,0, , ,0,,,
STN,,N,109.43,109.43,100,,2,1,0,0,0, , ,0,,,
STOT,,Z,47.45,47.45,100,,1,1,0,0,0, , ,0,,,
STOX,,Z,26.5898,26.5898,100,,2,1,0,0,0, , ,0,,,
STPZ,,P,54.4548,54.4548,100,,1,1,0,0,0, , ,0,,,
STRN,,P,20.4011,20.4011,100,,2,1,0,0,0, , ,0,,,
STRV,,N,41.81,41.81,100,,1,1,0,0,0, , ,0,,,
STRW,,A,11.93,11.93,100,,2,1,0,0,0, , ,0,,,
STT,,N,114.88,114.88,100,,1,1,0,0,0, , ,0,,,
STTpG,,N,22.96,22.96,100,,2,1,0,0,0, , ,0,,,
STVN,,N,22.4,22.4,100,,2,1,0,0,0, , ,0,,,
STWD,,N,20.13,20.13,100,,1,1,0,0,0, , ,0,,,
STXD,,N,35.8547,35.8547,100,,2,1,0,0,0, , ,0,,,
STXE,,N,31.4,31.4,100,,2,1,0,0,0, , ,0,,,
STXG,,N,48.2214,48.2214,100,,2,1,0,0,0, , ,0,,,
STXI,,N,29.4009,29.4009,100,,2,1,0,0,0, , ,0,,,
STXK,,N,32.94,32.94,100,,2,1,0,0,0, , ,0,,,
STXM,,N,27.9124,27.9124,100,,2,1,0,0,0, , ,0,,,
STXS,,A,2.87,2.87,100,,2,1,0,0,0, , ,0,,,
STXT,,N,20.172669,20.172669,100,,2,1,0,0,0, , ,0,,,
STXV,,N,32.1,32.1,100,,2,1,0,0,0, , ,0,,,
STZ,,N,160.5,160.5,100,,1,1,0,0,0, , ,0,,,
SUB,,P,107.01,107.01,100,,1,1,0,0,0, , ,0,,,
SUI,,N,126.54,126.54,100,,1,1,0,0,0, , ,0,,,
SU,,N,41.02,41.02,100,,2,1,0,0,0, , ,0,,,
SUN,,N,51.87,51.87,100,,2,1,0,0,0, , ,0,,,
SUPL,,P,38.385,38.385,100,,2,1,0,0,0, , ,0,,,
SUPV,,N,7.93,7.93,100,,2,1,0,0,0, , ,0,,,
SURE,,P,123.0369,123.0369,100,,2,1,0,0,0, , ,0,,,
SURI,,P,15.9063,15.9063,100,,2,1,0,0,0, , ,0,,,
SUSA,,P,131.97,131.97,100,,1,1,0,0,0, , ,0,,,
SUZ,,N,9.8,9.8,100,,2,1,0,0,0, , ,0,,,
SVAL,,Z,34.1545,34.1545,100,,2,1,0,0,0, , ,0,,,
SVIX,,Z,19.93,19.93,100,,1,1,0,0,0, , ,0,,,
SVM,,A,4.68,4.68,100,,2,1,0,0,0, , ,0,,,
SVOL,,P,17.41,17.41,100,,1,1,0,0,0, , ,0,,,
SVV,,N,11.62,11.62,100,,2,1,0,0,0, , ,0,,,
SVXY,,Z,48.96,48.96,100,,1,1,0,0,0, , ,0,,,
SWAN,,P,31.5296,31.5296,100,,2,1,0,0,0, , ,0,,,
SWK,,N,75.74,75.74,100,,1,1,0,0,0, , ,0,,,
SW,,N,45.66,45.66,100,,1,1,0,0,0, , ,0,,,
SWX,,N,78.21,78.21,100,,2,1,0,0,0, , ,0,,,
SWZ,,N,6.07,6.07,100,,2,1,0,0,0, , ,0,,,
SXC,,N,7.49,7.49,100,,2,1,0,0,0, , ,0,,,
SXI,,N,210.81,210.81,100,,2,1,0,0,0, , ,0,,,
SXQG,,P,33.266542,33.266542,100,,2,1,0,0,0, , ,0,,,
SXT,,N,113.54,113.54,100,,2,1,0,0,0, , ,0,,,
SYFI,,P,36.09,36.09,100,,1,1,0,0,0, , ,0,,,
SYF,,N,75.76,75.76,100,,1,1,0,0,0, , ,0,,,
SYFpA,,N,19.8299,19.8299,100,,2,1,0,0,0, , ,0,,,
SYFpB,,N,25.81,25.81,100,,2,1,0,0,0, , ,0,,,
SYK,,N,393.15,393.15,100,,1,1,0,0,0, , ,0,,,
SYLD,,Z,69.81,69.81,100,,1,1,0,0,0, , ,0,,,
SYNB,,P,30.4646,30.4646,100,,2,1,0,0,0, , ,0,,,
SYNX,,A,1.655,1.655,100,,2,1,0,0,0, , ,0,,,
SYY,,N,80.3,80.3,100,,1,1,0,0,0, , ,0,,,
SZK,,P,12.02,12.02,100,,2,2,0,0,0, , ,0,,,
SZNE,,P,34.9413,34.9413,100,,2,1,0,0,0, , ,0,,,
TACK,,P,28.97,28.97,100,,2,1,0,0,0, , ,0,,,
TAC,,N,12.07,12.07,100,,2,1,0,0,0, , ,0,,,
TAFI,,P,25.24,25.24,100,,1,1,0,0,0, , ,0,,,
TAFL,,P,24.19,24.19,100,,2,1,0,0,0, , ,0,,,
TAFM,,P,24.815,24.815,100,,1,1,0,0,0, , ,0,,,
TAGG,,P,42.7,42.7,100,,1,1,0,0,0, , ,0,,,
TAGS,,P,23.7625,23.7625,100,,2,1,0,0,0, , ,0,,,
TAIL,,Z,11.83,11.83,100,,1,1,0,0,0, , ,0,,,
TAK,,N,14.86,14.86,100,,2,1,0,0,0, , ,0,,,
TAL,,N,10.79,10.79,100,,2,1,0,0,0, , ,0,,,
TALO,,N,9.55,9.55,100,,2,1,0,0,0, , ,0,,,
TAN,,P,40.96,40.96,100,,1,1,0,0,0, , ,0,,,
TAP.A,,N,53.02,53.02,100,,2,1,0,0,0, , ,0,,,
TAP,,N,51.13,51.13,100,,1,1,0,0,0, , ,0,,,
TAPR,,Z,25.4379,25.4379,100,,2,1,0,0,0, , ,0,,,
TAXF,,P,48.996,48.996,100,,1,1,0,0,0, , ,0,,,
TAXM,,P,49.1678,49.1678,100,,2,1,0,0,0, , ,0,,,
TAXX,,P,50.85,50.85,100,,2,1,0,0,0, , ,0,,,
TBBB,,N,26.2,26.2,100,,2,1,0,0,0, , ,0,,,
TBB,,N,22.9,22.9,100,,2,1,0,0,0, , ,0,,,
TBFC,,P,27.5639,27.5639,100,,2,1,0,0,0, , ,0,,,
TBFG,,P,28.7363,28.7363,100,,2,1,0,0,0, , ,0,,,
TBF,,P,24.65,24.65,100,,1,1,0,0,0, , ,0,,,
TBG,,P,33.62,33.62,100,,2,1,0,0,0, , ,0,,,
TBI,,N,6.07,6.07,100,,2,1,0,0,0, , ,0,,,
TBJL,,Z,19.6439,19.6439,100,,2,1,0,0,0, , ,0,,,
TBLL,,P,105.555,105.555,100,,1,1,0,0,0, , ,0,,,
TBLU,,N,54.6707,54.6707,100,,2,1,0,0,0, , ,0,,,
TBN,,N,20.225,20.225,100,,2,1,0,0,0, , ,0,,,
TBT,,P,36.35,36.35,100,,2,2,0,0,0, , ,0,,,
TBUX,,P,49.79,49.79,100,,1,1,0,0,0, , ,0,,,
TBX,,P,28.215,28.215,100,,2,1,0,0,0, , ,0,,,
TCAF,,P,36.89,36.89,100,,1,1,0,0,0, , ,0,,,
TCAI,,N,25.5675,25.5675,100,,2,1,0,0,0, , ,0,,,
TCAL,,P,24.59,24.59,100,,2,1,0,0,0, , ,0,,,
TCHP,,P,47.48,47.48,100,,1,1,0,0,0, , ,0,,,
TCI,,N,46.5,46.5,100,,2,1,0,0,0, , ,0,,,
TCPB,,P,50.95752,50.95752,100,,1,1,0,0,0, , ,0,,,
TCV,,P,25.5682,25.5682,100,,2,1,0,0,0, , ,0,,,
TDC,,N,21.1,21.1,100,,1,1,0,0,0, , ,0,,,
TDEC,,Z,22.6798,22.6798,100,,2,1,0,0,0, , ,0,,,
TDF,,N,10.95,10.95,100,,2,1,0,0,0, , ,0,,,
TDG,,N,1395.04,1395.04,100,,1,1,0,0,0, , ,0,,,
TD,,N,76.14,76.14,100,,2,1,0,0,0, , ,0,,,
TDOC,,N,7.74,7.74,100,,2,1,0,0,0, , ,0,,,
TDS,,N,40.08,40.08,100,,2,1,0,0,0, , ,0,,,
TDSpU,,N,20.67,20.67,100,,2,1,0,0,0, , ,0,,,
TDSpV,,N,18.71,18.71,100,,2,1,0,0,0, , ,0,,,
TDTF,,P,24.44,24.44,100,,1,1,0,0,0, , ,0,,,
TDTT,,P,24.48,24.48,100,,1,1,0,0,0, , ,0,,,
TDVG,,P,43.31,43.31,100,,1,1,0,0,0, , ,0,,,
TDVI,,Z,27.08,27.08,100,,2,1,0,0,0, , ,0,,,
TDV,,Z,84.9567,84.9567,100,,2,1,0,0,0, , ,0,,,
TDW,,N,60.72,60.72,100,,2,1,0,0,0, , ,0,,,
TDY,,N,541.29,541.29,100,,1,1,0,0,0, , ,0,,,
TEAF,,N,12.09,12.09,100,,2,1,0,0,0, , ,0,,,
TECB,,P,58.2445,58.2445,100,,2,1,0,0,0, , ,0,,,
TECK,,N,32.93,32.93,100,,2,1,0,0,0, , ,0,,,
TECL,,P,103.65,103.65,100,,2,3,0,0,0, , ,0,,,
TEC,,P,25.9035,25.9035,100,,2,1,0,0,0, , ,0,,,
TECS,,P,23.65,23.65,100,,2,3,0,0,0, , ,0,,,
TEF,,N,5.39,5.39,100,,2,1,0,0,0, , ,0,,,
TEI,,N,6.145,6.145,100,,2,1,0,0,0, , ,0,,,
TEK,,P,29.0434,29.0434,100,,2,1,0,0,0, , ,0,,,
TEL,,N,207.57,207.57,100,,1,1,0,0,0, , ,0,,,
TEMP,,P,50.634,50.634,100,,2,1,0,0,0, , ,0,,,
TEMT,,Z,26.79,26.79,100,,2,2,0,0,0,E, ,0,,,
TEMX,,Z,27.7913,27.7913,100,,2,1,0,0,0, , ,0,,,
TE,,N,1.58,1.58,100,,2,1,0,0,0, , ,0,,,
TEN,,N,21.79,21.79,100,,2,1,0,0,0, , ,0,,,
TENpE,,N,26.2624,26.2624,100,,2,1,0,0,0, , ,0,,,
TENpF,,N,26.55,26.55,100,,2,1,0,0,0, , ,0,,,
TEO,,N,8.47,8.47,100,,2,1,0,0,0, , ,0,,,
TEQI,,P,43.887,43.887,100,,2,1,0,0,0, , ,0,,,
TESL,,P,25.34,25.34,100,,2,1,0,0,0, , ,0,,,
TETH,,Z,22.81,22.81,100,,1,1,0,0,0, , ,0,,,
TEVA,,N,18.05,18.05,100,,2,1,0,0,0, , ,0,,,
TE.WS,,N,0.0726,0.0726,100,,0,1,0,0,0, , ,0,,,
TEX,,N,52.59,52.59,100,,2,1,0,0,0, , ,0,,,
TFC,,N,46.78,46.78,100,,1,1,0,0,0, , ,0,,,
TFCpI,,N,20.97,20.97,100,,2,1,0,0,0, , ,0,,,
TFCpO,,N,22.0598,22.0598,100,,2,1,0,0,0, , ,0,,,
TFCpR,,N,19.8071,19.8071,100,,2,1,0,0,0, , ,0,,,
TFII,,N,94.09,94.09,100,,2,1,0,0,0, , ,0,,,
TFIN,,N,62.27,62.27,100,,2,1,0,0,0, , ,0,,,
TFINp,,N,21.9785,21.9785,100,,2,1,0,0,0, , ,0,,,
TFI,,P,44.73,44.73,100,,1,1,0,0,0, , ,0,,,
TFJL,,Z,19.705,19.705,100,,2,1,0,0,0, , ,0,,,
TFLO,,P,50.6,50.6,100,,1,1,0,0,0, , ,0,,,
TFLR,,P,51.4345,51.4345,100,,1,1,0,0,0, , ,0,,,
TFPM,,N,26.34,26.34,100,,2,1,0,0,0, , ,0,,,
TFPN,,P,23.638,23.638,100,,2,1,0,0,0, , ,0,,,
TFSA,,N,24.78,24.78,100,,2,1,0,0,0, , ,0,,,
TFX,,N,129.5,129.5,100,,1,1,0,0,0, , ,0,,,
TGB,,A,3.18,3.18,100,,2,1,0,0,0, , ,0,,,
TGE,,N,3.3,3.3,100,,2,1,0,0,0, , ,0,,,
TGEN,,A,7.89,7.89,100,,2,1,0,0,0, , ,0,,,
TGE.WS,,A,0.3,0.3,100,,0,1,0,0,0, , ,0,,,
TGLB,,P,25.7284,25.7284,100,,2,1,0,0,0, , ,0,,,
TGLR,,Z,33.95,33.95,100,,2,1,0,0,0, , ,0,,,
TGLS,,N,73.02,73.02,100,,2,1,0,0,0, , ,0,,,
TG,,N,7.7,7.7,100,,2,1,0,0,0, , ,0,,,
TGNA,,N,21.1,21.1,100,,2,1,0,0,0, , ,0,,,
TGRT,,P,42.06,42.06,100,,1,1,0,0,0, , ,0,,,
TGRW,,P,43.9176,43.9176,100,,2,1,0,0,0, , ,0,,,
TGS,,N,26.77,26.77,100,,2,1,0,0,0, , ,0,,,
TGT,,N,97.96,97.96,100,,1,1,0,0,0, , ,0,,,
THC,,N,181.95,181.95,100,,1,1,0,0,0, , ,0,,,
THD,,P,57.85,57.85,100,,1,1,0,0,0, , ,0,,,
THEQ,,P,27.2239,27.2239,100,,2,1,0,0,0, , ,0,,,
THG,,N,174.64,174.64,100,,1,1,0,0,0, , ,0,,,
THIR,,N,30.35,30.35,100,,2,1,0,0,0, , ,0,,,
THLV,,N,29.6779,29.6779,100,,2,1,0,0,0, , ,0,,,
THM,,A,1.38,1.38,100,,2,1,0,0,0, , ,0,,,
THNQ,,P,58.26,58.26,100,,2,1,0,0,0, , ,0,,,
THNR,,P,22.8397,22.8397,100,,2,1,0,0,0, , ,0,,,
THO,,N,110.28,110.28,100,,1,1,0,0,0, , ,0,,,
THQ,,N,16.87,16.87,100,,2,1,0,0,0, , ,0,,,
THR,,N,26.85,26.85,100,,2,1,0,0,0, , ,0,,,
THRO,,P,36.9,36.9,100,,1,1,0,0,0, , ,0,,,
THS,,N,18.29,18.29,100,,2,1,0,0,0, , ,0,,,
THTA,,P,15.0203,15.0203,100,,2,1,0,0,0, , ,0,,,
THW,,N,11.71,11.71,100,,2,1,0,0,0, , ,0,,,
THYF,,P,52.345,52.345,100,,1,1,0,0,0, , ,0,,,
THY,,P,22.61,22.61,100,,2,1,0,0,0, , ,0,,,
TIC,,N,10.6,10.6,100,,2,1,0,0,0, , ,0,,,
TIER,,P,26.2557,26.2557,100,,2,1,0,0,0, , ,0,,,
TIIV,,P,25.3322,25.3322,100,,2,1,0,0,0, , ,0,,,
TILL,,P,18.075,18.075,100,,2,1,0,0,0, , ,0,,,
TILT,,Z,236.8219,236.8219,100,,1,1,0,0,0, , ,0,,,
TIMB,,N,21.27,21.27,100,,2,1,0,0,0, , ,0,,,
TIME,,P,23.674321,23.674321,100,,2,1,0,0,0, , ,0,,,
TINT,,P,32.6599,32.6599,100,,2,1,0,0,0, , ,0,,,
TINY,,P,44.536,44.536,100,,2,1,0,0,0, , ,0,,,
TIPA,,P,100.9284,100.9284,100,,2,1,0,0,0, , ,0,,,
TIPB,,P,101.2316,101.2316,100,,2,1,0,0,0, , ,0,,,
TIPC,,P,101.4047,101.4047,100,,2,1,0,0,0, , ,0,,,
TIPD,,P,101.3812,101.3812,100,,2,1,0,0,0, , ,0,,,
TIP,,P,111.22,111.22,100,,1,1,0,0,0, , ,0,,,
TIPX,,P,19.39,19.39,100,,1,1,0,0,0, , ,0,,,
TIPZ,,P,53.728,53.728,100,,2,1,0,0,0, , ,0,,,
TISI,,N,19.46,19.46,100,,2,1,0,0,0, , ,0,,,
TIXT,,N,3.89,3.89,100,,2,1,0,0,0, , ,0,,,
TJAN,,Z,26.7379,26.7379,100,,2,1,0,0,0, , ,0,,,
TJUL,,Z,29.13,29.13,100,,2,1,0,0,0, , ,0,,,
TJUN,,Z,21.0367,21.0367,100,,2,1,0,0,0, , ,0,,,
TJX,,N,137.23,137.23,100,,1,1,0,0,0, , ,0,,,
TKC,,N,6.18,6.18,100,,2,1,0,0,0, , ,0,,,
TK,,N,8.1,8.1,100,,2,1,0,0,0, , ,0,,,
TKO,,N,185.65,185.65,100,,1,1,0,0,0, , ,0,,,
TKR,,N,79.01,79.01,100,,1,1,0,0,0, , ,0,,,
TLCI,,P,26.2292,26.2292,100,,2,1,0,0,0, , ,0,,,
TLH,,P,100.78,100.78,100,,1,1,0,0,0, , ,0,,,
TLK,,N,19.53,19.53,100,,2,1,0,0,0, , ,0,,,
TLTD,,P,87.1158,87.1158,100,,2,1,0,0,0, , ,0,,,
TLTE,,P,60.6098,60.6098,100,,2,1,0,0,0, , ,0,,,
TLTI,,Z,45.7144,45.7144,100,,2,1,0,0,0, , ,0,,,
TLTP,,Z,22.2311,22.2311,100,,2,1,0,0,0, , ,0,,,
TLTW,,Z,22.81,22.81,100,,1,1,0,0,0, , ,0,,,
TLTX,,Z,25.045,25.045,100,,2,1,0,0,0, , ,0,,,
TLYS,,N,1.87,1.87,100,,2,1,0,0,0, , ,0,,,
TMAR,,Z,21.5992,21.5992,100,,2,1,0,0,0, , ,0,,,
TMAT,,Z,25.23,25.23,100,,2,1,0,0,0, , ,0,,,
TMDE,,A,0.8442,0.8442,100,,2,1,0,0,0, , ,0,,,
TMDV,,Z,49.0882,49.0882,100,,2,1,0,0,0, , ,0,,,
TME,,N,25.82,25.82,100,,2,1,0,0,0, , ,0,,,
TMFC,,Z,67.46,67.46,100,,1,1,0,0,0, , ,0,,,
TMFE,,Z,28.4536,28.4536,100,,2,1,0,0,0, , ,0,,,
TMFG,,Z,30.621,30.621,100,,2,1,0,0,0, , ,0,,,
TMFM,,Z,26.1003,26.1003,100,,2,1,0,0,0, , ,0,,,
TMF,,P,37.06,37.06,100,,2,3,0,0,0, , ,0,,,
TMFS,,Z,36.0018,36.0018,100,,2,1,0,0,0, , ,0,,,
TMFX,,Z,21.4046,21.4046,100,,2,1,0,0,0, , ,0,,,
TMHC,,N,67.32,67.32,100,,2,1,0,0,0, , ,0,,,
TMH,,P,53.7935,53.7935,100,,2,1,0,0,0, , ,0,,,
TM,,N,196.74,196.74,100,,2,1,0,0,0, , ,0,,,
TMO,,N,488.12,488.12,100,,1,1,0,0,0, , ,0,,,
TMP,,A,70.92,70.92,100,,2,1,0,0,0, , ,0,,,
TMQ,,A,1.67,1.67,100,,2,1,0,0,0, , ,0,,,
TMSL,,P,34.79,34.79,100,,1,1,0,0,0, , ,0,,,
TMV,,P,38.83,38.83,100,,2,3,0,0,0, , ,0,,,
T,,N,29.06,29.06,100,,1,1,0,0,0, , ,0,,,
TNA,,P,42.28,42.28,100,,2,3,0,0,0, , ,0,,,
TNC,,N,83.66,83.66,100,,2,1,0,0,0, , ,0,,,
TNET,,N,71.12,71.12,100,,2,1,0,0,0, , ,0,,,
TNGY,,N,9.08,9.08,100,,2,1,0,0,0, , ,0,,,
TNK,,N,48.18,48.18,100,,2,1,0,0,0, , ,0,,,
TNL,,N,62.17,62.17,100,,1,1,0,0,0, , ,0,,,
TOAK,,P,27.995,27.995,100,,2,1,0,0,0, , ,0,,,
TOGA,,P,34.8534,34.8534,100,,2,1,0,0,0, , ,0,,,
TOKE,,Z,6.66,6.66,100,,2,1,0,0,0, , ,0,,,
TOK,,P,131.0262,131.0262,100,,2,1,0,0,0, , ,0,,,
TOLL,,Z,34.1109,34.1109,100,,2,1,0,0,0, , ,0,,,
TOL,,N,137.94,137.94,100,,1,1,0,0,0, , ,0,,,
TOLZ,,P,53.844,53.844,100,,2,1,0,0,0, , ,0,,,
TOON,,A,0.75,0.75,100,,2,1,0,0,0, , ,0,,,
TOPC,,P,29.57,29.57,100,,2,1,0,0,0, , ,0,,,
TOPP,,A,2,2,100,,2,1,0,0,0, , ,0,,,
TOPS,,A,5.59,5.59,100,,2,1,0,0,0, , ,0,,,
TOPT,,P,29.09,29.09,100,,1,1,0,0,0, , ,0,,,
TOST,,N,43.86,43.86,100,,1,1,0,0,0, , ,0,,,
TOTL,,P,40.27,40.27,100,,1,1,0,0,0, , ,0,,,
TOTR,,P,40.555,40.555,100,,2,1,0,0,0, , ,0,,,
TOUS,,P,33.13,33.13,100,,1,1,0,0,0, , ,0,,,
TOV,,P,27.2294,27.2294,100,,2,1,0,0,0, , ,0,,,
TOVX,,A,0.4192,0.4192,100,,2,1,0,0,0, , ,0,,,
TpA,,N,20.79,20.79,100,,2,1,0,0,0, , ,0,,,
TPB,,N,98.49,98.49,100,,2,1,0,0,0, , ,0,,,
TpC,,N,19.79,19.79,100,,2,1,0,0,0, , ,0,,,
TPC,,N,58.79,58.79,100,,2,1,0,0,0, , ,0,,,
TPET,,A,1.13,1.13,100,,2,1,0,0,0, , ,0,,,
TPHD,,P,39.2699,39.2699,100,,2,1,0,0,0, , ,0,,,
TPHE,,P,26.0997,26.0997,100,,2,1,0,0,0, , ,0,,,
TPH,,N,35.33,35.33,100,,2,1,0,0,0, , ,0,,,
TPIF,,P,32.98,32.98,100,,2,1,0,0,0, , ,0,,,
TPLC,,P,46.1173,46.1173,100,,2,1,0,0,0, , ,0,,,
TPLE,,P,27.4756,27.4756,100,,2,1,0,0,0, , ,0,,,
TPL,,N,908.7,908.7,100,,1,1,0,0,0, , ,0,,,
TPOR,,P,27.73,27.73,100,,2,3,0,0,0, , ,0,,,
TPR,,N,100.98,100.98,100,,1,1,0,0,0, , ,0,,,
TPSC,,P,41.9063,41.9063,100,,2,1,0,0,0, , ,0,,,
TPTA,,N,23.1,23.1,100,,2,1,0,0,0, , ,0,,,
TPVG,,N,6.63,6.63,100,,2,1,0,0,0, , ,0,,,
TPYP,,N,35.61,35.61,100,,1,1,0,0,0, , ,0,,,
TPZ,,N,20.64,20.64,100,,2,1,0,0,0, , ,0,,,
TRAK,,N,16.2,16.2,100,,2,1,0,0,0, , ,0,,,
TRC,,N,17.38,17.38,100,,2,1,0,0,0, , ,0,,,
TREX,,N,63.39,63.39,100,,1,1,0,0,0, , ,0,,,
TRFK,,P,61.9,61.9,100,,2,1,0,0,0, , ,0,,,
TRFM,,P,44.9586,44.9586,100,,2,1,0,0,0, , ,0,,,
TRGP,,N,165.17,165.17,100,,1,1,0,0,0, , ,0,,,
TRIO,,Z,64.2796,64.2796,100,,2,1,0,0,0, , ,0,,,
TR,,N,40.8,40.8,100,,2,1,0,0,0, , ,0,,,
TRND,,P,32.9171,32.9171,100,,2,1,0,0,0, , ,0,,,
TRN,,N,28.79,28.79,100,,2,1,0,0,0, , ,0,,,
TRNO,,N,57.82,57.82,100,,2,1,0,0,0, , ,0,,,
TROX,,N,4.15,4.15,100,,2,1,0,0,0, , ,0,,,
TRPA,,Z,38.897579,38.897579,100,,2,1,0,0,0, , ,0,,,
TRP,,N,51.29,51.29,100,,2,1,0,0,0, , ,0,,,
