exchange|confidence_score|al_symbol|lot|halt_reason|sic_code|status|primary_listing|currency|share_class_figi|share_class_shares_outstanding|locale|margin_requirement_short|sector|name|scalerevenue|earnings_announcement|location|shares_outstanding|figi|type|isin|country|sic_industry|composite_symbol|margin_requirement_long|homepage_url|weighted_shares_outstanding|industry|symbol|scalemarketcap|description|shortable|tradable|short_sale_restricted|composite_figi|sic_description|fama_industry|easy_to_borrow|marginable|maintenance_margin_requirement|branding|cusips|fama_sector|sic_sector|cik|market_capital|null_count
XNYS|6.0||||6211|Normal||USD|||us||Financial Services|Morgan Stanley||2025-10-15T11:30:00.000+0000|1585 BROADWAY, NEW YORK, NY, 10036|1596340000.0||PRF|US61762V8533|USA|Security Brokers Dealers & Flotation Companies|||https://www.morganstanley.com||Capital Markets|MSpP||Morgan Stanley is a massive global financial services firm, with offices in 42 countries and more than 80,000 employees as of year-end 2024. The firm cut its teeth in investment banking and institutional trading, where it maintains a strong presence today, but generates the lion share of its income from wealth and asset management franchises, where it boasted $7.9 trillion in client assets at the end of its most recent fiscal year. After reincorporation as a bank holding company in the wake of the great financial crisis, Morgan Stanley also boasts a top 10 banking franchise by deposits, with nearly $400 billion in customer deposits, predominately attributable to cash sweeps from its wealth management and brokerage businesses.|||||SECURITY BROKERS, DEALERS & FLOTATION COMPANIES|Trading||||/bW9yZ2Fuc3RhbmxleS5jb20/images/2025-04-04_logo.svg|61762V853||Finance Insurance And Real Estate|0000895421|40930157600.0|21
XNYS|6.0||||6798|Normal||USD|||us||Real Estate|Redwood Trust Inc.||2025-10-28T10:59:00.000+0000|ONE BELVEDERE PLACE, SUITE 300, MILL VALLEY, CA, 94941|30732044.0||PRF|US7580758081|USA|Real Estate Investment Trusts|||https://www.redwoodtrust.com||REIT - Mortgage|RWTpA||Redwood Trust Inc is a real estate investment trust focused on different areas of housing credit. The company operates in three segments: Sequoia Mortgage Banking includes mortgage loan conduit that acquires residential consumer loans from third-party originators for sale to whole loan buyers and securitization; CoreVest Mortgage Banking segment includes consists of a platform that originates residential investor loans for securitization, sale, or transfer into Redwood Investments portfolio; and Redwood Investments segment consists of organic investments sourced through mortgage banking operations, including securities retained from Sequoia and CoreVest securitization activities. It derives maximum revenue from Redwood Investments segment.|||||REAL ESTATE INVESTMENT TRUSTS|Trading||||/cmVkd29vZHRydXN0LmNvbQ/images/2025-04-04_logo.svg|758075808||Finance Insurance And Real Estate|0000930236|3248666220.0|21
XNYS|6.0||||6311|Normal||USD|||us||Financial Services|Athene Holding Ltd.||2025-08-26T12:00:00.000+0000|7700 MILLS CIVIC PARKWAY, WEST DES MOINES, IA, 50266|203800000.0||PRF||USA|Life Insurance|||https://www.athene.com||Insurance - Diversified|ATHpE||Athene Holding Ltd is a retirement services company. It issues, reinsures, and acquires retirement savings products designed for the increasing number of individuals and institutions seeking to fund retirement needs. The company operates in the business segment of marketing annuity products, fixed rate and fixed indexed annuities. The entity has business operations in the United States which generates the majority of the revenue, and other countries.|||||LIFE INSURANCE|Insurance||||/YXRoZW5lLmNvbQ/images/2025-04-04_logo.svg|04686J507||Finance Insurance And Real Estate|0001527469|5325294000.0|22
XNYS|5.0||||6022|Normal||USD|||us||Financial Services|M&T Bank Corporation||2025-10-16T13:30:00.000+0000|C/O LEGAL, ONE M&T PLAZA, BUFFALO, NY, 14203|156269000.0||EQS||USA|State Commercial Banks|||https://www3.mtb.com||Banks - Regional|MTBpJ||M&T Bank is one of the largest regional banks in the United States, with branches in New York, Pennsylvania, West Virginia, Virginia, Maryland, Delaware, Massachusetts, New Hampshire, Vermont, Maine, Connecticut, and New Jersey. The bank was founded to serve manufacturing and trading businesses around the Erie Canal and is primarily focused on commercial real estate and commercial-related lending, with some retail operations also present.|||||STATE COMMERCIAL BANKS|Banking||||/d3d3My5tdGIuY29t/images/2025-04-04_logo.svg|55261F864||Finance Insurance And Real Estate|0000036270|4236452590.0|22
XNYS|5.0||||6211|Normal||USD|||us||Financial Services|Morgan Stanley||2025-07-16T12:30:00.000+0000|1585 BROADWAY, NEW YORK, NY, 10036|1596335574.0||EQS||USA|Security Brokers Dealers & Flotation Companies|||https://www.morganstanley.com||Capital Markets|MSpQ||Morgan Stanley is a massive global financial services firm, with offices in 42 countries and more than 80,000 employees as of year-end 2024. The firm cut its teeth in investment banking and institutional trading, where it maintains a strong presence today, but generates the lion share of its income from wealth and asset management franchises, where it boasted $7.9 trillion in client assets at the end of its most recent fiscal year. After reincorporation as a bank holding company in the wake of the great financial crisis, Morgan Stanley also boasts a top 10 banking franchise by deposits, with nearly $400 billion in customer deposits, predominately attributable to cash sweeps from its wealth management and brokerage businesses.|||||SECURITY BROKERS, DEALERS & FLOTATION COMPANIES|Trading||||/bW9yZ2Fuc3RhbmxleS5jb20/images/2025-04-04_logo.svg|61762V838||Finance Insurance And Real Estate|0000895421|41728211904.0|22
XNYS|6.0||||4412.0|Deficient||USD||804950.0|us||Industrials|Safe Bulkers Inc Cumulative Redeemable Perpetual Preferred Series C (Marshall Islands)||2025-11-12T12:00:00.000+0000|Monaco|16831522.0||PRF||USA|Deep Sea Foreign Transportation Of Freight|||https://www.safebulkers.com||Marine Shipping|SBpC||Safe Bulkers Inc is an international provider of marine drybulk transportation services, transporting bulk cargoes, particularly coal, grain and iron ore, along international shipping routes for consumers of marine drybulk transportation services. The company employs its vessels on both period time charters and spot time charters, according to the assessment of market conditions, with consumers of marine drybulk transportation services.||||||Transportation||||/c2FmZWJ1bGtlcnMuY29t/images/2025-04-04_logo.png|Y7388L129||Transportation Communications Electric Gas And Sanitary Service|0001434754|439975985.0|22
XNYS|7.0||||6021|Normal|False|USD|||us||Financial Services|Bank Of America Corp.||2023-03-31T00:00:00.000+0000|BANK OF AMERICA CORPORATE CENTER, 100 N TRYON ST, CHARLOTTE, NC, 28255|7581200000.0|BBG00M8V1TP2|PRF||USA|Security Brokers Dealers & Flotation Companies|MERpK:US||||Capital Markets|MERpK|||||||NATIONAL COMMERCIAL BANKS|Trading|||||590199204||Finance Insurance And Real Estate|0000070858|194609404000.0|22
XNYS|6.0||||6311|Normal||USD|||us||Financial Services|LNC-P-D||2025-10-30T10:00:00.000+0000|150 N RADNOR CHESTER RD, RADNOR, PA, 19087|189580000.0||PRF||USA|Life Insurance|||https://www.lincolnfinancial.com||Insurance - Life|LNCpD||Lincoln National Corp operates multiple insurance and retirement businesses. The company's operating segment includes Annuities; Retirement Plan Services; Life Insurance and Group Protection. Its products include fixed and indexed annuities, variable annuities, universal life insurance (UL), variable universal life insurance (VUL), linked-benefit UL and VUL, indexed universal life insurance (IUL), term life insurance, employer-sponsored retirement plans and services, and group life, disability and dental.|||||LIFE INSURANCE|Insurance||||/bGluY29sbmZpbmFuY2lhbC5jb20/images/2025-04-04_logo.svg|534187885||Finance Insurance And Real Estate|0000059558|5124347400.0|22
XNYS|6.0||||6500|Normal||USD|||us||Real Estate|Ellington Financial Inc.||2025-08-04T20:00:00.000+0000|53 Forest Ave, Greenwich, CT, 06870|99887067.0||EQS|US28852N2080|USA|Real Estate|||http://www.ellingtonfinancial.com||REIT - Mortgage|EFCpD||Ellington Financial Inc is a specialty finance company. Its primary investment objective is to generate attractive, risk-adjusted total returns for its shareholders by making investments. The company has two reportable segments; The Investment Portfolio Segment is focused on investing in a diverse array of financial assets, including residential and commercial mortgage loans, residential mortgage-backed securities, non-mortgage- and mortgage-related derivatives, debt and equity investments in loan origination companies, and other strategic investments, and The Longbridge Segment is focused on the origination and servicing of reverse mortgage loans. it acquires reverse mortgage loans both through its origination activities and through secondary market purchases.|||||REAL ESTATE|Real Estate|||||28852N505||Finance Insurance And Real Estate|0001411342|2375314453.0|22
XNYS|6.0||||6798|Normal||USD|||us||Real Estate|KIM-P-N||2025-05-01T10:50:00.000+0000|500 NORTH BROADWAY, SUITE 201, P.O. BOX 9010, JERICHO, NY, 11753|676277588.0||EQS||USA|Real Estate Investment Trusts|||https://www.kimcorealty.com||REIT - Retail|KIMpN||One of the oldest real estate investment trusts in the United States, Kimco Realty owns interests in 567 shopping centers throughout major markets in the US, representing roughly 101 million square feet.|||||REAL ESTATE INVESTMENT TRUSTS|Trading||||/a2ltY29yZWFsdHkuY29t/images/2025-04-04_logo.png|49446R687||Finance Insurance And Real Estate|0000879101|40326432572.0|22
XNYS|7.0||||3579|Normal|True|USD|||us||Industrials|Pitney Bowes, Inc.||2025-10-30T12:00:00.000+0000|PITNEY BOWES INC, 3001 SUMMER STREET, STAMFORD, CT, 06926-0700|94811428.0|BBG00465R7L5|BND||USA|Office Machines Nec|PBIpB:US||||Integrated Freight & Logistics|PBIpB|||||||OFFICE MACHINES, NEC|Computers|||||724479506||Manufacturing|0000078814|1873473817.0|22
XNYS|5.0||||6021|Normal||USD|||us||Financial Services|Regions Financial Corporation||2025-07-18T12:30:00.000+0000|1900 FIFTH AVENUE NORTH, BIRMINGHAM, AL, 35203|907528288.0||EQS||USA|National Commercial Banks|||https://www.regions.com||Banks - Regional|RFpF||Regions Financial is a regional bank based in Alabama, with branches primarily in the Southeastern and Midwestern United States. Regions primarily provides traditional commercial and retail banking and also offers mortgage services, asset management, wealth management, securities brokerage, and trust services.|||||NATIONAL COMMERCIAL BANKS|Banking||||/cmVnaW9ucy5jb20/images/2025-04-04_logo.svg|7591EP860||Finance Insurance And Real Estate|0001281761|23305235683.0|22
XNYS|5.0||||6022|Normal||USD|||us||Financial Services|Citizens Financial Group, Inc||2025-07-17T12:30:00.000+0000|1 CITIZENS PLAZA, PROVIDENCE, RI, 02903|469078414.0||EQS||USA|State Commercial Banks|||https://www.citizensbank.com||Banks - Regional|CFGpH||Citizens Financial Group Inc is a bank holding company headquartered in Providence, Rhode Island. Through the bank, it offers various retail and commercial banking products and services to individuals, small businesses, middle-market companies, large corporations, and institutions. The company's reportable segments are; Commercial Banking, Consumer Banking, Non-Core, and Others. A majority of its revenue is generated from the Consumer Banking segment, which serves consumer customers and small businesses, offering traditional banking products and services including deposits, mortgage and home equity lending, credit cards, small business loans, education loans, point-of-sale finance loans, and wealth management and investment services.|||||STATE COMMERCIAL BANKS|Banking||||/Y2l0aXplbnNiYW5rLmNvbQ/images/2025-04-04_logo.svg|174610600||Finance Insurance And Real Estate|0000759944|12524393654.0|22
XNYS|6.0||||6798|Normal||USD|||us||Real Estate|GNL-P-E||2025-11-04T10:59:00.000+0000|650 FIFTH AVE, 30TH FLOOR, NEW YORK, NY, 10019|72640419.0||EQS||USA|Real Estate Investment Trusts|||http://www.globalnetlease.com||REIT - Diversified|GNLpE||Global Net Lease Inc is a real estate investment trust that manages a globally diversified portfolio of commercial real estate properties. The company is engaged in the ownership, management, operating, lease, acquisition, investment, and sale of the portfolio assets. Its segments include Industrial & Distribution; Multi-Tenant Retail; Single-Tenant Retail; and office. The company derives maximum revenue from industrial and distribution segment. The company geographically operates in Unites States, United Kingdom, Canada and Europe.|||||REAL ESTATE INVESTMENT TRUSTS|Trading||||/Z2xvYmFsbmV0bGVhc2UuY29t/images/2025-04-04_logo.png|379378607||Finance Insurance And Real Estate|0001526113|5243570640.0|22
XNYS|6.0||||6798|Normal||USD|||us||Real Estate|PSA-P-O||2025-10-28T10:59:00.000+0000|701 WESTERN AVENUE, GLENDALE, CA, 91201-2349|175453000.0||PRF||USA|Real Estate Investment Trusts|||https://www.publicstorage.com||REIT - Industrial|PSApO||Public Storage is the largest owner of self-storage facilities in the US, with more than 3,300 self-storage facilities in 40 states and approximately 245 million square feet of rentable space. Through equity interests, it also has exposure to the European self-storage market through Shurgard Self Storage. The company also has a merchandise business, a third-party property management business, and an insurance business that offers products to cover losses for the goods in self-storage facilities.|||||REAL ESTATE INVESTMENT TRUSTS|Trading||||/cHVibGljc3RvcmFnZS5jb20/images/2025-04-04_logo.svg|74460W487||Finance Insurance And Real Estate|0001393311|2807248000.0|22
XNYS|6.0||||6798|Normal||USD|||us||Real Estate|PSA-P-M||2025-10-28T10:59:00.000+0000|701 WESTERN AVENUE, GLENDALE, CA, 91201-2349|175453000.0||PRF||USA|Real Estate Investment Trusts|||https://www.publicstorage.com||REIT - Industrial|PSApM||Public Storage is the largest owner of self-storage facilities in the US, with more than 3,300 self-storage facilities in 40 states and approximately 245 million square feet of rentable space. Through equity interests, it also has exposure to the European self-storage market through Shurgard Self Storage. The company also has a merchandise business, a third-party property management business, and an insurance business that offers products to cover losses for the goods in self-storage facilities.|||||REAL ESTATE INVESTMENT TRUSTS|Trading||||/cHVibGljc3RvcmFnZS5jb20/images/2025-04-04_logo.svg|74460W537||Finance Insurance And Real Estate|0001393311|2947610400.0|22
XNYS|7.0|||||Normal|True|USD||1678698.0|us||Financial Services|Gabelli Multimedia Trust Inc||2025-09-05T20:00:00.000+0000|New York; U.S.A|6317485.0|BBG00HT4N1Q6|PRF||USA||GGTpE:US||https://www.gabelli.com||Asset Management|GGTpE||Gabelli Multimedia Trust Inc is a non-diversified closed-end management investment company. Its investment objective is the long-term growth of capital with income as a secondary objective. The fund invests majority of its assets, under normal market conditions, in common stock and other securities, including convertible securities, preferred stock, options, and warrants of companies in the telecommunications, media, publishing, and entertainment industries.||||||||||/Z2FiZWxsaS5jb20/images/2025-04-04_logo.svg|36239Q505|||0000921671|745120110.0|23
XNYS|6.0||||6500|Normal||USD|||us||Real Estate|Ellington Financial Inc.||2025-11-04T21:00:00.000+0000|53 Forest Ave, Greenwich, CT, 06870|99893900.0||PRF||USA|Real Estate|||http://www.ellingtonfinancial.com||REIT - Mortgage|EFCpC||Ellington Financial Inc is a specialty finance company. Its primary investment objective is to generate attractive, risk-adjusted total returns for its shareholders by making investments. The company has two reportable segments; The Investment Portfolio Segment is focused on investing in a diverse array of financial assets, including residential and commercial mortgage loans, residential mortgage-backed securities, non-mortgage- and mortgage-related derivatives, debt and equity investments in loan origination companies, and other strategic investments, and The Longbridge Segment is focused on the origination and servicing of reverse mortgage loans. it acquires reverse mortgage loans both through its origination activities and through secondary market purchases.|||||REAL ESTATE|Real Estate|||||28852N406||Finance Insurance And Real Estate|0001411342|2524318853.0|23
XNYS|6.0||||6331.0|Normal|False|USD|||||Financial Services|W.R. Berkley Corp.||2025-10-27T12:00:00.000+0000|Connecticut; U.S.A|1567549511.0|BBG00XDHZJR6|BND||USA|Fire Marine & Casualty Insurance|WRBpG:US||http://www.berkley.com||Insurance - Property & Casualty|WRBpG||||||||Insurance|||||084423888||Finance Insurance And Real Estate|0000011544|27447791938.0|23
XNYS|5.0||||6036|Normal||USD||5000000.0|us||Financial Services|Flagstar Financial Inc|||102 DUFFY AVENUE, HICKSVILLE, NY, 11801|||EQS||USA|Savings Institutions Not Federally Chartered|||https://www.flagstar.com||Banks - Regional|FLGpA||Flagstar Financial Inc operates over 400 branches, including a presence in the Northeast and Midwest and locations in high-growth markets in the Southeast and West Coast. In addition, the Bank has approximately 90 private banking teams located in over 10 cities in the metropolitan New York City region and on the West Coast, which serve the needs of high net-worth individuals and their businesses.|||||SAVINGS INSTITUTIONS, NOT FEDERALLY CHARTERED|Banking||||/ZmxhZ3N0YXIuY29t/images/2025-04-04_logo.svg|649445202||Finance Insurance And Real Estate|0000910073||24
XNYS|5.0||||6022|Normal||USD||6900000.0|us||Financial Services|Atlantic Union Bankshares Corporation|||4300 COX ROAD, GLEN ALLEN, VA, 23060|||PRF||USA|State Commercial Banks|||https://www.atlanticunionbank.com||Banks - Regional|AUBpA||Atlantic Union Bankshares Corp is a financial holding company and a bank holding company. Through its community bank subsidiary, the company provides financial services, including banking, trust, and wealth management. The bank is a full-service community bank offering consumers and businesses a wide range of banking and related financial services, including checking, savings, certificates of deposit, and other depository services, as well as loans for commercial, industrial, residential mortgage, and consumer purposes. The company operates through two reportable operating segments: Wholesale Banking and Consumer Banking, with corporate support functions such as corporate treasury and others included in Corporate Other. It derives maximum revenue from Wholesale Banking.|||||STATE COMMERCIAL BANKS|Banking||||/YXRsYW50aWN1bmlvbmJhbmsuY29t/images/2025-04-04_logo.svg|04911A206||Finance Insurance And Real Estate|0000883948||24
XNYS|4.0||||6022|Normal||USD||4000000.0|us||Financial Services|United Community Banks, Inc|||200 E. CAMPERDOWN WAY, GREENVILLE, SC, 29601|||EQS||USA|State Commercial Banks|||https://www.ucbi.com||Banks - Regional|UCBpI||United Community Banks Inc provides a wide range of financial products and services to the commercial, retail, governmental, educational, energy, health care and real estate sectors. This includes a variety of deposit products, secured and unsecured loans, mortgage loans, payment and commerce solutions, equipment finance services, wealth management, trust services, private banking, investment advisory services, insurance services, and other related financial services. These products and services are delivered through a variety of channels including its branches, other offices, the Internet, and mobile applications. It operates as a locally-focused community bank, supplemented by experienced, centralized support to deliver products and services to its larger, more sophisticated, customers.|||||STATE COMMERCIAL BANKS|Banking||||/dWNiaS5jb20/images/2025-04-04_logo.png|90985F205||Finance Insurance And Real Estate|0000857855||24
XNYS|5.0||||6311|Normal||USD|||us||Financial Services|American National Group Inc|||6000 WESTOWN PARKWAY, WEST DEMOINES, IA, 50266|||EQS|US0256768674|USA|Life Insurance|||https://www.americannational.com||Insurance - Life|ANGpB||American National Group Inc operates through its subsidiaries that offers a portfolio of insurance products, including individual and group life insurance, annuities, pension risk transfer, and property and casualty insurance. The company business is conducted in all 50 states, the District of Columbia and Puerto Rico. The company operates into four operating segments: Life, Annuity, Property and Casualty, and Corporate and Other.|||||LIFE INSURANCE|Insurance||||/YW1lcmljYW5uYXRpb25hbC5jb20/images/2025-04-04_logo.png|025676602 025676867||Finance Insurance And Real Estate|0001039828||24
XNYS|6.0||||6798|Normal|False|USD|||us|||Ready Capital Corp||2025-11-05T10:59:00.000+0000|1251 AVENUE OF THE AMERICAS, 50TH FLOOR, NEW YORK, NY, 10020|41558828.0|BBG00ZS1NMY8|PRF|US75574UAA97|USA||RCpC:US||https://www.readycapital.com|||RCpC||Ready Capital Corp is a real estate finance company. It acquires, manages, originates, and finances small-balance commercial loans to purchase small multi-family, office, retail, mixed-use, or warehouse properties. The company's segments consist of LMM Commercial Real Estate and Small Business Lending. It generates the majority of its revenue from LMM Commercial Real Estate.|||||REAL ESTATE INVESTMENT TRUSTS|||||/cmVhZHljYXBpdGFsLmNvbQ/images/2025-04-04_logo.png||||0001527590|2555284850.0|24
XNYS|6.0||||6331.0|Normal|True|USD|||||Financial Services|W.R. Berkley Corp.||2025-10-20T10:59:00.000+0000|Connecticut; U.S.A|1158311395.0|BBG00KDG9FW7|BND||USA|Fire Marine & Casualty Insurance|WRBpE:US||||Insurance - Property & Casualty|WRBpE||||||||Insurance|||||084423706||Finance Insurance And Real Estate|0000011544|27322712510.0|24
XNYS|5.0||||4412.0|Normal||USD||6747147.0|us||Energy|Tsakos Energy Navigation Limited|||Greece|||EQS||USA|Deep Sea Foreign Transportation Of Freight|||https://www.tenn.gr||Oil & Gas Midstream|TENpF||Tsakos Energy Navigation Ltd is a seaborne transportation service provider for crude oil and petroleum products. The company's carriers cater to national and international independent oil companies and refiners. It generates revenue through charter contracts with its clients, which include time, bareboat, and voyage charters, contracts of affreightment, and pool arrangements.||||||Transportation||||/dGVubi5ncg/images/2025-04-04_logo.png|G9108L165||Transportation Communications Electric Gas And Sanitary Service|0001166663||25
XNYS|4.0||||6022|Normal||USD|||us||Financial Services|Bank of Hawaii Corp|||130 MERCHANT STREET, HONOLULU, HI, 96813|||EQS||USA|State Commercial Banks|||https://www.boh.com||Banks - Regional|BOHpB||Bank of Hawaii Corp provides a broad range of financial products and services predominantly to customers in Hawaii, Guam, and other Pacific Islands. The Bank's subsidiaries are engaged in equipment leasing, securities brokerage, investment advisory services, and providing credit insurance. It is organized into three business segments for management reporting purposes: Consumer Banking, Commercial Banking, and Treasury and Other. Majority of the revenue is generated from Consumer Banking segment which offers a broad range of financial products and services, including loan, deposit and insurance products; private banking and international client banking services; trust services; investment management; and institutional investment advisory services.|||||STATE COMMERCIAL BANKS|Banking||||/Ym9oLmNvbQ/images/2025-04-04_logo.svg|062540307||Finance Insurance And Real Estate|0000046195||25
XNYS|6.0||||7011|Normal|False|USD||4000000.0|us|||Sunstone Hotel Investors Inc||2025-11-10T13:30:00.000+0000|15 ENTERPRISE, SUITE 200, ALISO VIEJO, CA, 92656|86639366.0|BBG011RWHRB6|PRF||USA||SHOpI:US||https://www.sunstonehotels.com|||SHOpI||Sunstone Hotel Investors Inc is a real estate investment trust that acquires, owns, manages, and renovates the full-service hotel and select-service hotel properties across various states in the United States. Its firm's portfolio consists upper upscale and luxury hotels located in convention, resort destination and urban markets. Its majority of the hotels operate under a brand owned by Marriott, Hilton, Hyatt, Four Seasons or Montage. It operates geographically in Califiornia which generates the majority of its revenue; Florida; and Hawaii. The company's sole source of income is hotel revenue from its hotel ownership segment.|||||HOTELS & MOTELS|||||||||0001295810|3829281121.0|25
XNYS|6.0||||6331|Normal||USD|||us||Financial Services|W.R. Berkley Corporation 5.10% Subordinated Debentures due 2059||2025-10-27T12:00:00.000+0000|475 STEAMBOAT ROAD, ., GREENWICH, CT, 06830|1314568749.0||PRF||USA|Fire Marine & Casualty Insurance|||||Insurance - Property & Casualty|WRBpF|||||||FIRE, MARINE & CASUALTY INSURANCE|Insurance|||||084423805||Finance Insurance And Real Estate|0000011544|27080116229.0|25
XNYS|5.0||||4911.0|Normal||USD|||||Utilities|Nextera Energy Inc||2025-10-22T12:00:00.000+0000|Florida; U.S.A|2059290000.0||PRF|US65339F7134|USA|Electric Services|||http://www.nexteraenergy.com||Utilities - Regulated Electric|NEEpR||||||||Utilities|||||65339F713||Transportation Communications Electric Gas And Sanitary Service|0000753308|88940735100.0|25
XNYS|5.0||||6798|Normal||USD|||us||Real Estate|National Storage Affiliates Tru|||8400 E. PRENTICE AVENUE, 9TH FLOOR, GREENWOOD VILLAGE, CO, 80111|||EQS||USA|Real Estate Investment Trusts|||https://ir.nsastorage.com||REIT - Industrial|NSApB||National Storage Affiliates Trust Trust is a real estate investment trust. The company owns, operates, and acquires self-storage properties located within the metropolitan statistical areas throughout the United States. With the help of property management platform, the company manages and controls the day-to-day operations and affairs of consolidated properties and unconsolidated real estate ventures under the iStorage, SecurCare, RightSpace, Northwest and Move It brands.|||||REAL ESTATE INVESTMENT TRUSTS|Trading||||/aXIubnNhc3RvcmFnZS5jb20/images/2025-04-04_logo.png|637870304||Finance Insurance And Real Estate|0001618563||25
XNYS|4.0||||6022|Normal||USD|||us||Financial Services|The Bank of New York Mellon Corporation|||240 GREENWICH STREET, NEW YORK, NY, 10286|||PRF||USA|State Commercial Banks|||https://www.bny.com||Asset Management|BKpK||Bank of New York Mellon is a global investment company involved in managing and servicing financial assets throughout the investment lifecycle. The bank provides financial services for institutions, corporations, and individual investors and delivers investment management and investment services in 35 countries and more than 100 markets. BNY is the largest global custody bank in the world, with $52.1 trillion in under custody or administration (as of December 2024), and can act as a single point of contact for clients looking to create, trade, hold, manage, service, distribute, or restructure investments. BNY's asset-management division manages about $2.0 trillion in assets.|||||STATE COMMERCIAL BANKS|Banking||||/Ym55LmNvbQ/images/2025-04-04_logo.svg|064058845||Finance Insurance And Real Estate|0001390777||25
XNYS|5.0||||6282.0|Normal||USD|||||Financial Services|Apollo Global Management Inc||2025-10-29T12:00:00.000+0000|New York; U.S.A|572027000.0||PRF|US03769W2035|USA|Investment Advice|||http://www.apollo.com||Asset Management|APOpA||||||||Trading|||||03769M304||Finance Insurance And Real Estate|0001858681|40476630520.0|25
XNYS|6.0||||4911.0|Normal|True|USD|||||Utilities|SCE Trust VI||2023-03-31T00:00:00.000+0000|California; U.S.A|385000000.0|BBG00GZXFVS8|PRF||USA|Electric Services|SCEpL:US||||Utilities - Regulated Electric|SCEpL|||||||||||||78410V200||Transportation Communications Electric Gas And Sanitary Service|0000092103|6591200000.0|25
XNYS|5.0||||3443.0|Normal||USD|||||Industrials|Chart Industries Inc.||2025-10-30T12:30:00.000+0000|Georgia; U.S.A|44945400.0||PRF|US16115Q4073|USA|Fabricated Plate Work (Boiler Shops)|||http://www.chartindustries.com||Specialty Industrial Machinery|GTLSpB||||||||Fabricated Products|||||16115Q407||Manufacturing|0000892553|3204607020.0|25
XNAS|5.0||100.0||2834|Normal|True|USD|||us|||Revelation Biosciences, Inc. - Warrant|||4660 LAJOLLA VILLAGE DRIVE, SUITE 100, SAN DIEGO, CA, 92122||BBG00Y646SR3|WAR|US76135L6065|USA||REVBW:US||https://www.revbiosciences.com|||REVBW||Revelation Biosciences Inc is a clinical-stage life science company that is focused on rebalancing inflammation to optimize health using its proprietary formulation Gemini. It is developing a pipeline of potential high-value products based on Gemini. Gemini is Revelation's proprietary formulation of phosphorylated hexaacyl disaccharide (PHAD) an established TLR4 agonist that can stimulate the human body's innate immune response to prevent and treat disease. The product candidates are developed are based on Gemini formulation of PHAD. Gemini-based programs consist of: Gemini-SSI developed for the prevention of surgical site infection (SSI); Gemini-AKI developed for the prevention of acute kidney injury (AKI); and Gemini-CKD for the treatment of chronic kidney disease (CKD).||||BBG00Y646SC9|PHARMACEUTICAL PREPARATIONS|||||/cmV2Ymlvc2NpZW5jZXMuY29t/images/2025-04-04_logo.png||||0001810560||25
XNYS|5.0||||6022|Normal||USD||1800000.0|us||Financial Services|Triumph Financial, Inc.|||12700 PARK CENTRAL DRIVE, SUITE 1700, DALLAS, TX, 75251|||EQS||USA|State Commercial Banks|||https://www.tfin.com||Banks - Regional|TFINp||Triumph Financial Inc is a financial holding company. The company has four reportable segments namely Banking, Factoring, Payments, and Intelligence. The Banking segment includes the operations of TBK Bank. The Factoring segment includes the operations of Triumph Financial Services with revenue derived from factoring services, The Payments segment includes the operations of TBK Bank's TriumphPay division which provides a presentment, audit and payment solution to Shipper, Broker, and Factor clients in the trucking industry and The Intelligence segment includes to turn the over-the-road trucking data collected through the services into actionable insights for their customers.|||||STATE COMMERCIAL BANKS|Banking|||||89679E409||Finance Insurance And Real Estate|0001539638||25
XNYS|5.0||||6311.0|Normal||USD|||||Financial Services|Globe Life Inc. 4.25% Junior Su||2023-03-31T00:00:00.000+0000|Texas; U.S.A|663884817.0||PRF||USA|Life Insurance|||http://www.globelifeinsurance.com||Insurance - Life|GLpD||||||||Insurance|||||37959E300||Finance Insurance And Real Estate|0000320335|11352430371.0|26
XNYS|5.0||||6022|Normal||USD|||us||Financial Services|CFG-P-I|||1 CITIZENS PLAZA, PROVIDENCE, RI, 02903|||EQS||USA|State Commercial Banks|||https://www.citizensbank.com||Banks - Regional|CFGpI||Citizens Financial Group Inc is a bank holding company headquartered in Providence, Rhode Island. Through the bank, it offers various retail and commercial banking products and services to individuals, small businesses, middle-market companies, large corporations, and institutions. The company's reportable segments are; Commercial Banking, Consumer Banking, Non-Core, and Others. A majority of its revenue is generated from the Consumer Banking segment, which serves consumer customers and small businesses, offering traditional banking products and services including deposits, mortgage and home equity lending, credit cards, small business loans, education loans, point-of-sale finance loans, and wealth management and investment services.|||||STATE COMMERCIAL BANKS|Banking||||/Y2l0aXplbnNiYW5rLmNvbQ/images/2025-04-04_logo.svg|||Finance Insurance And Real Estate|0000759944||26
XNYS|6.0|||||Normal|True|USD||1987226.0|us|||Gabelli Utility Trust||2025-03-10T20:00:00.000+0000||23489595.0|BBG00CZT4GW6|PRF|US36240A4085|USA||GUTpC:US||https://www.gabelli.com|||GUTpC||Gabelli Utility Trust operates as a diversified closed-end investment management company. The fund's primary objective is the long-term growth of capital and income. To achieve its objective, the fund may invest its assets in common stocks and other securities of foreign and domestic companies involved in providing products, services, or equipment for the generation or distribution of electricity, gas, & water; and telecommunications services or infrastructure operations. It invests in various sectors, of which Electric Integrated, Water, Telecommunications, and U.S. Government Obligations and others.||||||||||/Z2FiZWxsaS5jb20/images/2025-04-04_logo.svg||||0001080720|2000684308.0|26
